image_path,label
data/cloudy/train_16253.jpg,Cloudy
data/cloudy/train_11218.jpg,Cloudy
data/cloudy/train_29733.jpg,Cloudy
data/cloudy/train_11844.jpg,Cloudy
data/cloudy/train_30902.jpg,Cloudy
data/cloudy/train_38947.jpg,Cloudy
data/cloudy/train_24303.jpg,Cloudy
data/cloudy/train_27527.jpg,Cloudy
data/cloudy/train_646.jpg,Cloudy
data/cloudy/train_5680.jpg,Cloudy
data/cloudy/train_5220.jpg,Cloudy
data/cloudy/train_36321.jpg,Cloudy
data/cloudy/train_35275.jpg,Cloudy
data/cloudy/train_32670.jpg,Cloudy
data/cloudy/train_28242.jpg,Cloudy
data/cloudy/train_21555.jpg,Cloudy
data/cloudy/train_32717.jpg,Cloudy
data/cloudy/train_31129.jpg,Cloudy
data/cloudy/train_19906.jpg,Cloudy
data/cloudy/train_9950.jpg,Cloudy
data/cloudy/train_10021.jpg,Cloudy
data/cloudy/train_15823.jpg,Cloudy
data/cloudy/train_25647.jpg,Cloudy
data/cloudy/train_21812.jpg,Cloudy
data/cloudy/train_24490.jpg,Cloudy
data/cloudy/train_34669.jpg,Cloudy
data/cloudy/train_36750.jpg,Cloudy
data/cloudy/train_13011.jpg,Cloudy
data/cloudy/train_22405.jpg,Cloudy
data/cloudy/train_13413.jpg,Cloudy
data/cloudy/train_18444.jpg,Cloudy
data/cloudy/train_18887.jpg,Cloudy
data/cloudy/train_32278.jpg,Cloudy
data/cloudy/train_30949.jpg,Cloudy
data/cloudy/train_6888.jpg,Cloudy
data/cloudy/train_10265.jpg,Cloudy
data/cloudy/train_39527.jpg,Cloudy
data/cloudy/train_24299.jpg,Cloudy
data/cloudy/train_35773.jpg,Cloudy
data/cloudy/train_24945.jpg,Cloudy
data/cloudy/train_24031.jpg,Cloudy
data/cloudy/train_22250.jpg,Cloudy
data/cloudy/train_30828.jpg,Cloudy
data/cloudy/train_20247.jpg,Cloudy
data/cloudy/train_284.jpg,Cloudy
data/cloudy/train_14667.jpg,Cloudy
data/cloudy/train_23636.jpg,Cloudy
data/cloudy/train_2231.jpg,Cloudy
data/cloudy/train_11326.jpg,Cloudy
data/cloudy/train_13124.jpg,Cloudy
data/cloudy/train_20690.jpg,Cloudy
data/cloudy/train_29956.jpg,Cloudy
data/cloudy/train_11686.jpg,Cloudy
data/cloudy/train_23953.jpg,Cloudy
data/cloudy/train_17643.jpg,Cloudy
data/cloudy/train_1707.jpg,Cloudy
data/cloudy/train_34728.jpg,Cloudy
data/cloudy/train_1374.jpg,Cloudy
data/cloudy/train_25138.jpg,Cloudy
data/cloudy/train_4438.jpg,Cloudy
data/cloudy/train_32011.jpg,Cloudy
data/cloudy/train_10070.jpg,Cloudy
data/cloudy/train_29080.jpg,Cloudy
data/cloudy/train_6893.jpg,Cloudy
data/cloudy/train_3119.jpg,Cloudy
data/cloudy/train_38400.jpg,Cloudy
data/cloudy/train_27921.jpg,Cloudy
data/cloudy/train_13219.jpg,Cloudy
data/cloudy/train_32385.jpg,Cloudy
data/cloudy/train_18223.jpg,Cloudy
data/cloudy/train_40416.jpg,Cloudy
data/cloudy/train_34831.jpg,Cloudy
data/cloudy/train_25343.jpg,Cloudy
data/cloudy/train_8755.jpg,Cloudy
data/cloudy/train_15709.jpg,Cloudy
data/cloudy/train_14975.jpg,Cloudy
data/cloudy/train_2234.jpg,Cloudy
data/cloudy/train_18258.jpg,Cloudy
data/cloudy/train_2424.jpg,Cloudy
data/cloudy/train_2841.jpg,Cloudy
data/cloudy/train_25337.jpg,Cloudy
data/cloudy/train_21871.jpg,Cloudy
data/cloudy/train_10224.jpg,Cloudy
data/cloudy/train_31939.jpg,Cloudy
data/cloudy/train_20051.jpg,Cloudy
data/cloudy/train_827.jpg,Cloudy
data/cloudy/train_21569.jpg,Cloudy
data/cloudy/train_15171.jpg,Cloudy
data/cloudy/train_5543.jpg,Cloudy
data/cloudy/train_21750.jpg,Cloudy
data/cloudy/train_6573.jpg,Cloudy
data/cloudy/train_28936.jpg,Cloudy
data/cloudy/train_9770.jpg,Cloudy
data/cloudy/train_38099.jpg,Cloudy
data/cloudy/train_31600.jpg,Cloudy
data/cloudy/train_8287.jpg,Cloudy
data/cloudy/train_15012.jpg,Cloudy
data/cloudy/train_28057.jpg,Cloudy
data/cloudy/train_2431.jpg,Cloudy
data/cloudy/train_20177.jpg,Cloudy
data/cloudy/train_15278.jpg,Cloudy
data/cloudy/train_16927.jpg,Cloudy
data/cloudy/train_14175.jpg,Cloudy
data/cloudy/train_36388.jpg,Cloudy
data/cloudy/train_16251.jpg,Cloudy
data/cloudy/train_18551.jpg,Cloudy
data/cloudy/train_18084.jpg,Cloudy
data/cloudy/train_37555.jpg,Cloudy
data/cloudy/train_11354.jpg,Cloudy
data/cloudy/train_17702.jpg,Cloudy
data/cloudy/train_14060.jpg,Cloudy
data/cloudy/train_7820.jpg,Cloudy
data/cloudy/train_32846.jpg,Cloudy
data/cloudy/train_437.jpg,Cloudy
data/cloudy/train_30586.jpg,Cloudy
data/cloudy/train_15911.jpg,Cloudy
data/cloudy/train_28923.jpg,Cloudy
data/cloudy/train_20054.jpg,Cloudy
data/cloudy/train_10598.jpg,Cloudy
data/cloudy/train_37495.jpg,Cloudy
data/cloudy/train_30623.jpg,Cloudy
data/cloudy/train_26159.jpg,Cloudy
data/cloudy/train_27734.jpg,Cloudy
data/cloudy/train_9300.jpg,Cloudy
data/cloudy/train_10566.jpg,Cloudy
data/cloudy/train_23478.jpg,Cloudy
data/cloudy/train_36137.jpg,Cloudy
data/cloudy/train_22193.jpg,Cloudy
data/cloudy/train_16486.jpg,Cloudy
data/cloudy/train_38287.jpg,Cloudy
data/cloudy/train_26643.jpg,Cloudy
data/cloudy/train_7387.jpg,Cloudy
data/cloudy/train_10201.jpg,Cloudy
data/cloudy/train_6068.jpg,Cloudy
data/cloudy/train_3014.jpg,Cloudy
data/cloudy/train_39892.jpg,Cloudy
data/cloudy/train_13292.jpg,Cloudy
data/cloudy/train_12097.jpg,Cloudy
data/cloudy/train_33523.jpg,Cloudy
data/cloudy/train_37171.jpg,Cloudy
data/cloudy/train_29550.jpg,Cloudy
data/cloudy/train_5150.jpg,Cloudy
data/cloudy/train_21706.jpg,Cloudy
data/cloudy/train_6079.jpg,Cloudy
data/cloudy/train_31870.jpg,Cloudy
data/cloudy/train_2337.jpg,Cloudy
data/cloudy/train_12.jpg,Cloudy
data/cloudy/train_29162.jpg,Cloudy
data/cloudy/train_39690.jpg,Cloudy
data/cloudy/train_1876.jpg,Cloudy
data/cloudy/train_17565.jpg,Cloudy
data/cloudy/train_32828.jpg,Cloudy
data/cloudy/train_6274.jpg,Cloudy
data/cloudy/train_16644.jpg,Cloudy
data/cloudy/train_18939.jpg,Cloudy
